Diameter [mm],Volume [mm³],Voxel,Surface [mm²],Compactness,Sphericity
0.0108,3.4e-07,28,0.0003178,0.52,0.74
0.0117,5.6e-07,46,0.0004661,0.66,0.71
0.0102,3.0e-07,25,0.0003072,0.55,0.71
0.0134,8.0e-07,66,0.0006356,0.65,0.66
0.0156,1.2e-06,96,0.0008157,0.58,0.66
0.0101,2.8e-07,23,0.0003284,0.52,0.63
0.0104,3.3e-07,27,0.0003072,0.57,0.75
0.0146,9.9e-07,81,0.0007309,0.61,0.66
0.0129,5.0e-07,41,0.0004661,0.45,0.65
0.0107,3.2e-07,26,0.0003178,0.50,0.71
0.0153,1.1e-06,89,0.0007415,0.58,0.69
0.0110,3.8e-07,31,0.0003813,0.54,0.66
0.0171,1.3e-06,106,0.0008792,0.49,0.65
0.0095,2.9e-07,24,0.0002860,0.65,0.75
0.0100,3.0e-07,25,0.0003072,0.58,0.71
0.0154,1.0e-06,84,0.0007627,0.53,0.64
0.0123,5.9e-07,48,0.0004767,0.60,0.71
0.0105,3.4e-07,28,0.0003496,0.56,0.68
0.0124,4.3e-07,35,0.0004131,0.43,0.66
0.0161,1.2e-06,99,0.0008263,0.55,0.66
0.0095,2.2e-07,18,0.0002648,0.49,0.66
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0098,2.7e-07,22,0.0002860,0.55,0.70
0.0100,3.0e-07,25,0.0003072,0.58,0.71
0.0100,3.0e-07,25,0.0003072,0.58,0.71
0.0151,9.5e-07,78,0.0006885,0.53,0.68
0.0117,5.5e-07,45,0.0004661,0.65,0.70
0.0134,8.2e-07,67,0.0006144,0.65,0.69
0.0098,2.8e-07,23,0.0003072,0.58,0.67
0.0130,6.9e-07,57,0.0005614,0.61,0.68
0.0097,2.7e-07,22,0.0002860,0.57,0.70
0.0113,3.9e-07,32,0.0003496,0.52,0.74
0.0091,2.7e-07,22,0.0002754,0.68,0.73
0.0104,3.4e-07,28,0.0003072,0.59,0.77
0.0098,2.6e-07,21,0.0002860,0.53,0.68
0.0133,7.9e-07,65,0.0005932,0.64,0.70
0.0096,2.6e-07,21,0.0002754,0.56,0.71
0.0098,2.8e-07,23,0.0003284,0.58,0.63
0.0146,9.8e-07,80,0.0007203,0.60,0.66
0.0122,4.1e-07,34,0.0004025,0.44,0.67
0.0100,3.0e-07,25,0.0003072,0.58,0.71
0.0091,2.3e-07,19,0.0002542,0.59,0.72
0.0138,8.8e-07,72,0.0006462,0.64,0.69
0.0154,1.1e-06,93,0.0007733,0.60,0.68
0.0098,2.7e-07,22,0.0003072,0.55,0.65
0.0181,1.5e-06,126,0.0010063,0.50,0.64
0.0100,2.9e-07,24,0.0003072,0.55,0.69
0.0098,2.3e-07,19,0.0002754,0.48,0.66
0.0098,2.7e-07,22,0.0002966,0.55,0.68
0.0098,2.8e-07,23,0.0002966,0.57,0.70
0.0096,2.3e-07,19,0.0002754,0.50,0.66
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0101,3.0e-07,25,0.0003072,0.56,0.71
0.0098,3.0e-07,25,0.0003284,0.63,0.67
0.0146,9.4e-07,77,0.0006885,0.58,0.67
0.0123,6.3e-07,52,0.0005085,0.65,0.70
0.0124,6.0e-07,49,0.0005191,0.60,0.66
0.0103,3.2e-07,26,0.0003390,0.56,0.66
0.0134,7.6e-07,62,0.0005826,0.60,0.69
0.0105,2.9e-07,24,0.0003178,0.48,0.67
0.0095,2.2e-07,18,0.0002648,0.49,0.66
0.0161,1.0e-06,86,0.0007415,0.48,0.67
0.0147,9.6e-07,79,0.0006885,0.58,0.68
0.0098,2.7e-07,22,0.0002966,0.55,0.68
0.0103,3.0e-07,25,0.0003178,0.53,0.69
0.0108,3.8e-07,31,0.0003708,0.57,0.68
0.0127,6.7e-07,55,0.0005720,0.62,0.65
0.0091,2.7e-07,22,0.0002754,0.68,0.73
0.0104,3.2e-07,26,0.0003390,0.54,0.66
0.0157,1.3e-06,104,0.0008368,0.63,0.68
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0101,3.2e-07,26,0.0003072,0.58,0.73
0.0100,2.8e-07,23,0.0002860,0.54,0.72
0.0154,9.8e-07,80,0.0007627,0.51,0.62
0.0144,1.1e-06,87,0.0007203,0.68,0.70
0.0098,2.8e-07,23,0.0003178,0.58,0.65
0.0098,2.7e-07,22,0.0002966,0.55,0.68
0.0138,8.9e-07,73,0.0006462,0.64,0.69
0.0098,2.7e-07,22,0.0002966,0.55,0.68
0.0100,3.0e-07,25,0.0003072,0.58,0.71
0.0152,1.1e-06,88,0.0007945,0.58,0.64
0.0100,2.8e-07,23,0.0002966,0.54,0.70
0.0146,9.8e-07,80,0.0007203,0.60,0.66
0.0103,3.0e-07,25,0.0003178,0.53,0.69
0.0143,9.5e-07,78,0.0006885,0.62,0.68
0.0202,1.2e-06,100,0.0008792,0.28,0.63
0.0098,2.7e-07,22,0.0003072,0.55,0.65
0.0165,1.2e-06,100,0.0008368,0.52,0.66
0.0144,9.5e-07,78,0.0006780,0.61,0.69
0.0098,3.0e-07,25,0.0003284,0.63,0.67
0.0141,9.0e-07,74,0.0006780,0.62,0.67
0.0098,2.8e-07,23,0.0003178,0.58,0.65
0.0125,6.2e-07,51,0.0004873,0.60,0.72
0.0105,3.2e-07,26,0.0003178,0.52,0.71
0.0139,8.3e-07,68,0.0006250,0.59,0.68
0.0134,7.9e-07,65,0.0005932,0.63,0.70
0.0098,2.4e-07,20,0.0002860,0.50,0.66
0.0101,2.9e-07,24,0.0003072,0.54,0.69
0.0098,2.8e-07,23,0.0003072,0.57,0.67
0.0100,2.9e-07,24,0.0002966,0.56,0.72
0.0098,3.0e-07,25,0.0003284,0.63,0.67
0.0129,7.6e-07,62,0.0006144,0.68,0.65
0.0137,7.8e-07,64,0.0005720,0.58,0.72
0.0117,5.7e-07,47,0.0004661,0.68,0.72
0.0146,9.8e-07,80,0.0007309,0.59,0.65
0.0110,3.8e-07,31,0.0003708,0.54,0.68
0.0144,8.4e-07,69,0.0006250,0.54,0.69
0.0175,1.3e-06,108,0.0008898,0.47,0.65
0.0096,2.4e-07,20,0.0002754,0.52,0.69
0.0150,1.2e-06,96,0.0007945,0.67,0.68
0.0098,2.6e-07,21,0.0002754,0.53,0.71
0.0157,1.1e-06,94,0.0007839,0.57,0.68
0.0103,3.0e-07,25,0.0003178,0.53,0.69
0.0136,7.7e-07,63,0.0005826,0.58,0.70
0.0173,1.3e-06,105,0.0008792,0.47,0.65
0.0154,9.9e-07,81,0.0007309,0.52,0.66
0.0089,2.4e-07,20,0.0002754,0.67,0.69
0.0133,7.6e-07,62,0.0006038,0.61,0.66
0.0098,2.6e-07,21,0.0002966,0.53,0.66
0.0098,2.6e-07,21,0.0002754,0.53,0.71
0.0098,2.8e-07,23,0.0002966,0.57,0.70
0.0105,3.3e-07,27,0.0003496,0.54,0.66
0.0134,7.3e-07,60,0.0005826,0.58,0.67
0.0146,9.6e-07,79,0.0006780,0.59,0.70
0.0104,3.3e-07,27,0.0003072,0.57,0.75
0.0101,3.0e-07,25,0.0003072,0.56,0.71
0.0098,2.6e-07,21,0.0002754,0.53,0.71
0.0104,3.0e-07,25,0.0003178,0.52,0.69
0.0143,9.1e-07,75,0.0006885,0.60,0.66
0.0098,2.7e-07,22,0.0002966,0.55,0.68
0.0143,9.3e-07,76,0.0006779,0.61,0.68
0.0098,2.8e-07,23,0.0002966,0.57,0.70
0.0098,2.7e-07,22,0.0003072,0.55,0.65
0.0098,3.0e-07,25,0.0003284,0.63,0.67
0.0103,2.9e-07,24,0.0003072,0.51,0.69
0.0106,3.2e-07,26,0.0003390,0.50,0.66
0.0103,3.0e-07,25,0.0003178,0.53,0.69
0.0100,2.8e-07,23,0.0003178,0.53,0.65
0.0128,6.6e-07,54,0.0005085,0.59,0.72
0.0146,9.6e-07,79,0.0007203,0.59,0.65
0.0106,3.5e-07,29,0.0003284,0.56,0.74
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0101,2.9e-07,24,0.0003178,0.54,0.67
0.0144,8.7e-07,71,0.0006144,0.56,0.71
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0098,2.7e-07,22,0.0003072,0.55,0.65
0.0140,8.4e-07,69,0.0006568,0.58,0.66
0.0101,2.8e-07,23,0.0003178,0.52,0.65
0.0133,8.0e-07,66,0.0006250,0.65,0.67
0.0151,1.0e-06,82,0.0007097,0.56,0.68
0.0092,2.4e-07,20,0.0002648,0.60,0.71
0.0096,2.6e-07,21,0.0002860,0.54,0.68
0.0128,6.7e-07,55,0.0005402,0.61,0.69
0.0148,8.0e-07,66,0.0005932,0.47,0.71
0.0100,2.9e-07,24,0.0003072,0.55,0.69
0.0117,4.4e-07,36,0.0004131,0.52,0.68
0.0098,2.4e-07,20,0.0002966,0.50,0.64
0.0100,2.7e-07,22,0.0002966,0.51,0.68
0.0095,2.9e-07,24,0.0002860,0.65,0.75
0.0097,2.7e-07,22,0.0002860,0.57,0.70
0.0098,2.8e-07,23,0.0003072,0.58,0.67
0.0095,2.9e-07,24,0.0002860,0.65,0.75
0.0149,1.1e-06,88,0.0007415,0.62,0.68
0.0132,7.4e-07,61,0.0005932,0.62,0.67
0.0133,7.7e-07,63,0.0005932,0.62,0.68
0.0095,3.0e-07,25,0.0002860,0.68,0.77
0.0114,3.9e-07,32,0.0003813,0.51,0.68
0.0142,9.5e-07,78,0.0006779,0.63,0.69
0.0098,2.6e-07,21,0.0002860,0.53,0.68
0.0141,8.5e-07,70,0.0006568,0.58,0.66
0.0128,6.2e-07,51,0.0004767,0.57,0.74
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0102,3.3e-07,27,0.0003284,0.59,0.70
0.0101,3.2e-07,26,0.0003072,0.58,0.73
0.0101,2.8e-07,23,0.0003178,0.52,0.65
0.0101,3.2e-07,26,0.0003072,0.58,0.73
0.0091,2.8e-07,23,0.0002860,0.72,0.72
0.0132,9.1e-07,75,0.0006674,0.76,0.68
0.0151,1.1e-06,89,0.0007839,0.61,0.65
0.0091,2.7e-07,22,0.0002860,0.68,0.70
0.0128,6.8e-07,56,0.0005402,0.62,0.69
0.0146,9.4e-07,77,0.0007097,0.58,0.65
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0143,9.0e-07,74,0.0006885,0.59,0.66
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0143,9.9e-07,81,0.0007097,0.65,0.68
0.0098,2.8e-07,23,0.0003072,0.58,0.67
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0142,8.2e-07,67,0.0006356,0.55,0.66
0.0103,2.7e-07,22,0.0002966,0.47,0.68
0.0098,2.7e-07,22,0.0003072,0.55,0.65
0.0098,2.6e-07,21,0.0002966,0.53,0.66
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0148,9.6e-07,79,0.0007097,0.57,0.66
0.0105,3.3e-07,27,0.0003390,0.54,0.68
0.0138,8.5e-07,70,0.0006462,0.62,0.67
0.0184,1.8e-06,146,0.0011334,0.55,0.63
0.0130,7.2e-07,59,0.0005720,0.62,0.68
0.0150,1.0e-06,83,0.0007097,0.58,0.69
0.0095,3.3e-07,27,0.0002860,0.74,0.81
0.0098,2.6e-07,21,0.0002754,0.53,0.71
0.0110,3.5e-07,29,0.0003813,0.50,0.63
0.0106,3.2e-07,26,0.0003178,0.51,0.71
0.0100,2.7e-07,22,0.0003072,0.51,0.65
0.0094,2.4e-07,20,0.0002542,0.56,0.74
0.0097,2.6e-07,21,0.0002860,0.54,0.68
0.0103,3.0e-07,25,0.0003178,0.53,0.69
0.0095,3.2e-07,26,0.0002860,0.71,0.79
0.0152,1.1e-06,91,0.0007627,0.60,0.68
0.0104,3.3e-07,27,0.0003390,0.55,0.68
0.0226,2.0e-06,166,0.0012606,0.33,0.61
0.0107,3.4e-07,28,0.0003496,0.54,0.68
0.0097,2.7e-07,22,0.0002860,0.57,0.70
0.0092,2.0e-07,16,0.0002436,0.48,0.67
0.0152,1.2e-06,96,0.0007839,0.64,0.69
0.0098,2.3e-07,19,0.0002754,0.48,0.66
0.0100,3.0e-07,25,0.0003072,0.58,0.71
0.0149,1.0e-06,83,0.0007415,0.58,0.66
0.0145,9.8e-07,80,0.0006991,0.62,0.68
0.0098,2.4e-07,20,0.0002860,0.50,0.66
0.0098,2.6e-07,21,0.0002754,0.53,0.71
0.0101,2.9e-07,24,0.0003072,0.54,0.69
0.0098,2.7e-07,22,0.0003072,0.55,0.65
0.0101,2.9e-07,24,0.0003072,0.54,0.69
0.0182,1.4e-06,115,0.0009216,0.44,0.66
0.0103,2.9e-07,24,0.0003072,0.51,0.69
0.0151,9.1e-07,75,0.0006568,0.51,0.69
0.0136,8.4e-07,69,0.0006462,0.64,0.67
0.0130,7.2e-07,59,0.0005826,0.63,0.67
0.0091,2.3e-07,19,0.0002542,0.59,0.72
0.0098,2.7e-07,22,0.0002966,0.55,0.68
0.0101,3.2e-07,26,0.0003072,0.58,0.73
0.0127,5.4e-07,44,0.0004661,0.50,0.68
0.0098,2.8e-07,23,0.0003178,0.58,0.65
0.0091,2.3e-07,19,0.0002542,0.59,0.72
0.0098,2.6e-07,21,0.0002966,0.53,0.66
0.0098,2.7e-07,22,0.0002966,0.55,0.68
0.0100,3.0e-07,25,0.0003072,0.58,0.71
0.0169,1.5e-06,120,0.0009322,0.58,0.67
0.0101,3.2e-07,26,0.0003072,0.58,0.73
0.0098,2.7e-07,22,0.0002860,0.55,0.70
0.0096,2.6e-07,21,0.0002754,0.56,0.71
0.0098,2.6e-07,21,0.0002966,0.53,0.66
0.0101,3.2e-07,26,0.0003072,0.58,0.73
0.0100,2.8e-07,23,0.0002966,0.54,0.70
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0153,1.2e-06,98,0.0007945,0.64,0.69
0.0095,2.3e-07,19,0.0002860,0.52,0.64
0.0405,7.5e-06,613,0.0032520,0.22,0.57
0.0098,2.8e-07,23,0.0003178,0.58,0.65
0.0134,8.0e-07,66,0.0006250,0.64,0.67
0.0153,1.1e-06,88,0.0007415,0.58,0.68
0.0101,3.2e-07,26,0.0003072,0.58,0.73
0.0146,9.9e-07,81,0.0007097,0.61,0.68
0.0104,2.9e-07,24,0.0003390,0.49,0.63
0.0132,7.6e-07,62,0.0005720,0.63,0.70
0.0144,9.4e-07,77,0.0006885,0.60,0.67
0.0130,6.9e-07,57,0.0005508,0.60,0.69
0.0101,2.9e-07,24,0.0003072,0.54,0.69
0.0100,2.9e-07,24,0.0003072,0.55,0.69
0.0097,2.7e-07,22,0.0002860,0.57,0.70
0.0147,1.1e-06,90,0.0007733,0.65,0.67
0.0126,6.2e-07,51,0.0005191,0.59,0.68
0.0101,3.2e-07,26,0.0003072,0.58,0.73
0.0168,1.0e-06,83,0.0007415,0.41,0.66
0.0105,3.0e-07,25,0.0003284,0.50,0.67
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0148,9.8e-07,80,0.0007097,0.58,0.67
0.0158,1.1e-06,94,0.0008263,0.55,0.64
0.0171,1.4e-06,112,0.0009216,0.53,0.65
0.0094,2.8e-07,23,0.0002860,0.65,0.72
0.0101,2.7e-07,22,0.0003072,0.50,0.65
0.0173,6.9e-07,57,0.0006568,0.26,0.58
0.0150,9.0e-07,74,0.0007097,0.51,0.64
0.0096,2.4e-07,20,0.0002754,0.52,0.69
0.0101,2.9e-07,24,0.0003284,0.54,0.65
0.0100,3.0e-07,25,0.0003072,0.58,0.71
0.0156,1.2e-06,102,0.0008792,0.62,0.64
0.0120,5.6e-07,46,0.0004661,0.62,0.71
0.0098,2.8e-07,23,0.0002966,0.57,0.70
0.0172,1.6e-06,128,0.0010063,0.58,0.65
0.0147,9.6e-07,79,0.0007309,0.57,0.65
0.0171,1.6e-06,128,0.0009746,0.60,0.67
0.0098,2.7e-07,22,0.0002966,0.55,0.68
0.0136,8.3e-07,68,0.0006250,0.62,0.68
0.0120,4.3e-07,35,0.0004025,0.47,0.68
0.0144,1.0e-06,85,0.0006991,0.66,0.71
0.0148,9.8e-07,80,0.0007097,0.57,0.67
0.0136,8.2e-07,67,0.0006144,0.62,0.69
0.0157,1.1e-06,94,0.0008157,0.57,0.65
0.0117,2.8e-07,23,0.0003178,0.33,0.65
0.0099,2.7e-07,22,0.0002966,0.52,0.68
0.0098,2.9e-07,24,0.0003178,0.60,0.67
0.0166,1.2e-06,101,0.0008474,0.51,0.66
0.0106,3.4e-07,28,0.0003390,0.55,0.70
0.0095,2.9e-07,24,0.0002860,0.65,0.75
0.0099,2.6e-07,21,0.0002966,0.50,0.66
0.0098,2.3e-07,19,0.0002754,0.48,0.66
0.0162,1.2e-06,96,0.0008157,0.53,0.66
0.0169,1.3e-06,109,0.0009004,0.53,0.65
0.0147,9.5e-07,78,0.0006885,0.57,0.68
0.0125,6.5e-07,53,0.0005296,0.63,0.68
0.0132,8.7e-07,71,0.0006568,0.72,0.67
0.0161,1.2e-06,101,0.0008368,0.57,0.66
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0092,2.4e-07,20,0.0002648,0.60,0.71
0.0098,2.6e-07,21,0.0002754,0.53,0.71
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0099,2.8e-07,23,0.0002966,0.55,0.70
0.0150,9.5e-07,78,0.0006991,0.54,0.67
0.0128,7.3e-07,60,0.0005402,0.66,0.73
0.0098,2.3e-07,19,0.0002754,0.48,0.66
0.0327,5.2e-06,428,0.0024152,0.28,0.60
0.0098,2.7e-07,22,0.0002966,0.55,0.68
0.0141,9.1e-07,75,0.0006780,0.62,0.67
0.0144,9.4e-07,77,0.0006885,0.60,0.67
0.0091,2.7e-07,22,0.0002860,0.68,0.70
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0166,1.2e-06,98,0.0008368,0.50,0.65
0.0083,1.5e-07,12,0.0002013,0.49,0.67
0.0100,2.8e-07,23,0.0002966,0.54,0.70
0.0169,9.9e-07,81,0.0007415,0.39,0.65
0.0091,2.8e-07,23,0.0002860,0.72,0.72
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0096,2.4e-07,20,0.0002754,0.52,0.69
0.0143,9.4e-07,77,0.0006991,0.62,0.66
0.0149,1.0e-06,83,0.0007309,0.58,0.67
0.0135,8.5e-07,70,0.0006356,0.66,0.68
0.0127,6.8e-07,56,0.0005085,0.64,0.74
0.0151,9.6e-07,79,0.0006885,0.53,0.68
0.0137,7.8e-07,64,0.0005826,0.58,0.70
0.0116,4.3e-07,35,0.0004131,0.52,0.66
0.0098,2.6e-07,21,0.0003072,0.53,0.63
0.0168,1.3e-06,103,0.0008474,0.51,0.66
0.0146,7.2e-07,59,0.0005932,0.45,0.65
0.0098,2.4e-07,20,0.0002966,0.50,0.64
0.0146,9.3e-07,76,0.0007097,0.57,0.65
0.0098,2.7e-07,22,0.0003072,0.55,0.65
0.0123,6.1e-07,50,0.0004767,0.62,0.73
0.0110,3.5e-07,29,0.0003602,0.51,0.67
0.0153,1.1e-06,94,0.0007627,0.61,0.69
0.0128,6.5e-07,53,0.0005297,0.58,0.68
0.0148,1.0e-06,84,0.0007415,0.60,0.66
0.0094,2.4e-07,20,0.0002542,0.56,0.74
0.0099,2.7e-07,22,0.0002966,0.52,0.68
0.0098,2.7e-07,22,0.0002860,0.55,0.70
0.0098,2.4e-07,20,0.0002860,0.50,0.66
0.0098,2.8e-07,23,0.0003072,0.58,0.67
0.0095,2.1e-07,17,0.0002542,0.46,0.67
0.0091,2.8e-07,23,0.0002860,0.72,0.72
0.0094,2.4e-07,20,0.0002542,0.56,0.74
0.0098,2.6e-07,21,0.0002860,0.53,0.68
0.0131,6.9e-07,57,0.0005402,0.59,0.70
0.0098,2.4e-07,20,0.0002754,0.50,0.69
0.0106,3.0e-07,25,0.0003178,0.49,0.69
0.0105,3.3e-07,27,0.0003284,0.54,0.70
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0160,1.3e-06,108,0.0008898,0.62,0.65
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0110,3.5e-07,29,0.0003496,0.51,0.69
0.0151,1.1e-06,90,0.0007839,0.61,0.66
0.0136,6.7e-07,55,0.0005508,0.51,0.67
0.0185,1.6e-06,132,0.0010381,0.49,0.64
0.0095,2.4e-07,20,0.0002966,0.54,0.64
0.0172,1.4e-06,114,0.0009110,0.53,0.66
0.0101,2.9e-07,24,0.0002966,0.54,0.72
0.0098,2.7e-07,22,0.0003072,0.55,0.65
0.0175,1.5e-06,125,0.0009746,0.54,0.66
0.0091,2.7e-07,22,0.0002754,0.68,0.73
0.0098,2.6e-07,21,0.0002860,0.53,0.68
0.0163,1.2e-06,96,0.0008263,0.52,0.65
0.0160,1.1e-06,88,0.0007627,0.50,0.66
0.0101,2.9e-07,24,0.0003072,0.54,0.69
0.0099,2.9e-07,24,0.0003072,0.57,0.69
0.0098,2.7e-07,22,0.0002860,0.55,0.70
0.0148,1.1e-06,87,0.0007627,0.63,0.66
0.0091,2.7e-07,22,0.0002860,0.68,0.70
0.0140,9.3e-07,76,0.0006674,0.64,0.69
0.0098,3.2e-07,26,0.0003602,0.65,0.62
0.0102,3.0e-07,25,0.0003284,0.55,0.67
0.0139,9.0e-07,74,0.0006568,0.64,0.69
0.0142,7.6e-07,62,0.0005826,0.51,0.69
0.0099,2.7e-07,22,0.0002966,0.52,0.68
0.0135,8.3e-07,68,0.0006250,0.65,0.68
0.0096,2.6e-07,21,0.0002754,0.56,0.71
0.0091,2.8e-07,23,0.0002860,0.72,0.72
0.0098,2.9e-07,24,0.0003072,0.60,0.69
0.0098,2.8e-07,23,0.0003072,0.57,0.67
0.0097,2.7e-07,22,0.0002860,0.57,0.70
0.0144,9.5e-07,78,0.0006885,0.61,0.68
0.0096,2.6e-07,21,0.0002754,0.56,0.71
0.0104,3.4e-07,28,0.0003496,0.57,0.68
0.0098,2.4e-07,20,0.0002754,0.50,0.69
0.0155,1.3e-06,104,0.0008686,0.65,0.65
0.0099,2.3e-07,19,0.0002754,0.45,0.66
0.0177,1.4e-06,111,0.0009322,0.47,0.63
0.0097,2.7e-07,22,0.0002860,0.57,0.70
0.0150,1.0e-06,86,0.0007627,0.60,0.65
0.0098,2.7e-07,22,0.0003072,0.55,0.65
0.0145,1.0e-06,82,0.0006991,0.62,0.69
0.0098,2.7e-07,22,0.0002860,0.55,0.70
0.0095,2.2e-07,18,0.0002648,0.49,0.66
0.0091,2.7e-07,22,0.0002754,0.68,0.73
0.0164,1.2e-06,96,0.0008368,0.50,0.64
0.0149,1.0e-06,84,0.0007097,0.59,0.69
0.0180,1.5e-06,119,0.0009851,0.48,0.63
0.0151,1.0e-06,83,0.0006991,0.56,0.70
0.0098,2.8e-07,23,0.0002966,0.57,0.70
0.0184,1.8e-06,151,0.0011440,0.57,0.63
0.0091,2.4e-07,20,0.0002648,0.62,0.71
0.0097,2.4e-07,20,0.0002754,0.51,0.69
0.0151,8.9e-07,73,0.0006462,0.50,0.69
0.0113,3.4e-07,28,0.0003602,0.45,0.66
0.0143,9.0e-07,74,0.0006885,0.59,0.66
0.0097,2.4e-07,20,0.0002754,0.51,0.69
0.0143,9.1e-07,75,0.0006780,0.60,0.67
0.0115,3.9e-07,32,0.0003813,0.48,0.68
0.0095,2.2e-07,18,0.0002648,0.49,0.66
0.0089,2.4e-07,20,0.0002754,0.67,0.69
0.0096,2.3e-07,19,0.0002754,0.50,0.66
0.0150,1.1e-06,90,0.0007521,0.62,0.68
0.0140,8.4e-07,69,0.0006356,0.58,0.68
0.0098,2.4e-07,20,0.0002860,0.50,0.66
0.0150,1.0e-06,85,0.0007521,0.59,0.66
0.0143,9.0e-07,74,0.0006780,0.58,0.67
0.0096,2.4e-07,20,0.0002754,0.52,0.69
0.0098,2.3e-07,19,0.0002754,0.48,0.66
0.0121,6.3e-07,52,0.0005085,0.69,0.70
0.0171,1.2e-06,97,0.0008051,0.45,0.67
0.0134,7.7e-07,63,0.0006038,0.61,0.67
0.0097,2.6e-07,21,0.0002860,0.54,0.68
0.0097,2.6e-07,21,0.0002860,0.54,0.68
0.0158,1.3e-06,105,0.0008368,0.62,0.68
0.0098,2.9e-07,24,0.0003178,0.60,0.67
0.0091,2.6e-07,21,0.0002754,0.65,0.71
0.0152,1.1e-06,92,0.0007733,0.62,0.68
0.0100,2.7e-07,22,0.0003072,0.51,0.65
0.0143,9.4e-07,77,0.0006885,0.61,0.67
0.0090,2.6e-07,21,0.0002860,0.67,0.68
0.0095,3.2e-07,26,0.0002860,0.71,0.79
0.0100,2.7e-07,22,0.0003072,0.51,0.65
0.0117,5.9e-07,48,0.0004767,0.69,0.71
0.0096,2.3e-07,19,0.0002754,0.50,0.66
0.0098,2.6e-07,21,0.0002754,0.53,0.71
0.0091,2.7e-07,22,0.0002754,0.68,0.73
0.0098,2.4e-07,20,0.0002754,0.50,0.69
0.0132,7.3e-07,60,0.0005614,0.61,0.70
0.0149,1.0e-06,82,0.0007203,0.57,0.67
0.0111,3.7e-07,30,0.0003496,0.50,0.71
0.0136,7.9e-07,65,0.0006144,0.60,0.67
0.0135,8.4e-07,69,0.0006356,0.65,0.68
0.0096,2.4e-07,20,0.0002754,0.52,0.69
0.0096,2.6e-07,21,0.0002754,0.56,0.71
0.0092,2.4e-07,20,0.0002648,0.60,0.71
0.0096,2.4e-07,20,0.0002754,0.53,0.69
0.0090,2.6e-07,21,0.0002860,0.67,0.68
0.0095,2.4e-07,20,0.0002966,0.54,0.64
0.0091,2.7e-07,22,0.0002860,0.68,0.70
0.0164,1.1e-06,91,0.0008051,0.48,0.64
0.0144,1.0e-06,82,0.0007097,0.64,0.68
0.0137,8.9e-07,73,0.0006780,0.67,0.66
0.0153,1.1e-06,94,0.0007945,0.62,0.67
0.0134,8.3e-07,68,0.0006144,0.65,0.69
0.0142,7.9e-07,65,0.0005932,0.53,0.70
0.0095,3.0e-07,25,0.0002860,0.68,0.77
0.0098,3.0e-07,25,0.0003284,0.63,0.67
0.0156,1.1e-06,94,0.0008051,0.58,0.66
0.0098,2.4e-07,20,0.0002860,0.50,0.66
0.0142,9.4e-07,77,0.0006780,0.62,0.68
0.0095,2.2e-07,18,0.0002648,0.49,0.66
0.0095,2.9e-07,24,0.0002860,0.65,0.75
0.0218,1.7e-06,143,0.0011229,0.32,0.62
0.0096,2.6e-07,21,0.0002860,0.54,0.68
0.0099,2.8e-07,23,0.0002966,0.55,0.70
0.0095,2.1e-07,17,0.0002542,0.46,0.67
0.0098,2.8e-07,23,0.0002966,0.58,0.70
0.0141,8.7e-07,71,0.0006462,0.59,0.68
0.0098,2.6e-07,21,0.0002966,0.53,0.66
0.0098,2.7e-07,22,0.0002966,0.55,0.68
0.0152,1.1e-06,87,0.0007521,0.58,0.67
0.0140,9.8e-07,80,0.0006885,0.69,0.69
0.0098,2.7e-07,22,0.0003072,0.55,0.65
0.0091,2.4e-07,20,0.0002648,0.62,0.71
0.0182,1.6e-06,134,0.0010381,0.52,0.65
0.0135,7.2e-07,59,0.0005508,0.56,0.70
0.0156,1.1e-06,91,0.0007627,0.56,0.68
0.0084,1.8e-07,15,0.0002224,0.58,0.70
0.0098,2.7e-07,22,0.0002966,0.55,0.68
0.0091,2.8e-07,23,0.0002860,0.72,0.72
0.0143,8.5e-07,70,0.0006356,0.56,0.68
0.0140,8.5e-07,70,0.0006356,0.60,0.68
0.0144,9.5e-07,78,0.0006991,0.61,0.67
0.0155,1.0e-06,83,0.0007097,0.52,0.69
0.0138,8.4e-07,69,0.0006356,0.61,0.68
0.0132,5.0e-07,41,0.0004555,0.41,0.67
0.0152,1.1e-06,90,0.0007415,0.59,0.69
0.0099,2.6e-07,21,0.0002860,0.50,0.68
0.0169,1.5e-06,122,0.0009216,0.59,0.68
