Radius [mm],Diameter [mm],Volume [mm³],Voxel,Surface [mm²],Compactness,Sphericity
0.0131,0.0263,5.9e-06,354,0.0023840,0.62,0.66
0.0115,0.0231,4.4e-06,267,0.0019541,0.69,0.67
0.0117,0.0235,4.4e-06,267,0.0019150,0.66,0.68
0.0115,0.0230,4.4e-06,267,0.0019281,0.70,0.68
0.0124,0.0249,4.4e-06,267,0.0019541,0.55,0.67
0.0113,0.0226,4.4e-06,267,0.0019541,0.73,0.67
0.0115,0.0230,4.4e-06,267,0.0019802,0.70,0.66
0.0115,0.0230,4.4e-06,267,0.0019151,0.70,0.68
0.0118,0.0237,4.4e-06,267,0.0019151,0.64,0.68
0.0124,0.0249,4.4e-06,267,0.0019541,0.55,0.67
0.0116,0.0233,4.4e-06,267,0.0019411,0.67,0.67
0.0153,0.0305,6.5e-06,389,0.0025795,0.43,0.65
0.0183,0.0367,8.1e-06,490,0.0032308,0.32,0.61
0.0121,0.0242,5.0e-06,300,0.0020974,0.67,0.67
0.0118,0.0237,5.0e-06,300,0.0020974,0.72,0.67
0.0120,0.0241,5.0e-06,300,0.0021105,0.68,0.67
0.0122,0.0244,5.0e-06,300,0.0021365,0.65,0.66
0.0117,0.0235,5.0e-06,300,0.0020583,0.74,0.69
0.0124,0.0248,5.0e-06,300,0.0021235,0.63,0.66
0.0123,0.0246,5.0e-06,300,0.0021495,0.64,0.66
0.0120,0.0241,5.0e-06,300,0.0020974,0.68,0.67
0.0119,0.0238,5.0e-06,300,0.0021365,0.70,0.66
0.0127,0.0254,5.0e-06,300,0.0020974,0.58,0.67
0.0118,0.0237,5.0e-06,300,0.0021105,0.72,0.67
0.0122,0.0244,5.0e-06,300,0.0020584,0.66,0.69
0.0121,0.0241,5.0e-06,300,0.0021626,0.68,0.65
0.0159,0.0318,7.4e-06,447,0.0029182,0.44,0.63
0.0170,0.0341,7.4e-06,447,0.0029573,0.36,0.62
0.0132,0.0263,5.3e-06,318,0.0022147,0.55,0.66
0.0121,0.0243,5.3e-06,318,0.0022668,0.71,0.65
0.0124,0.0248,5.3e-06,318,0.0022538,0.66,0.65
0.0140,0.0280,5.3e-06,318,0.0022277,0.46,0.66
0.0128,0.0256,5.3e-06,318,0.0022277,0.60,0.66
0.0128,0.0256,5.3e-06,318,0.0022147,0.60,0.66
0.0147,0.0294,5.3e-06,318,0.0023710,0.40,0.62
0.0129,0.0258,5.3e-06,318,0.0021756,0.59,0.67
0.0122,0.0245,5.3e-06,318,0.0022277,0.69,0.66
0.0147,0.0294,5.3e-06,318,0.0022668,0.40,0.65
0.0148,0.0295,5.5e-06,333,0.0023450,0.41,0.65
0.0137,0.0274,5.5e-06,333,0.0023059,0.52,0.66
0.0110,0.0221,3.6e-06,218,0.0016415,0.64,0.70
0.0110,0.0220,3.6e-06,218,0.0016545,0.65,0.69
0.0148,0.0297,5.9e-06,353,0.0024231,0.43,0.65
0.0115,0.0231,4.1e-06,249,0.0018239,0.64,0.68
0.0113,0.0225,4.1e-06,249,0.0018239,0.69,0.68
0.0114,0.0227,4.1e-06,249,0.0018499,0.68,0.67
0.0111,0.0223,4.1e-06,249,0.0017848,0.72,0.70
0.0111,0.0223,4.1e-06,249,0.0018108,0.71,0.69
0.0116,0.0233,4.1e-06,249,0.0017978,0.63,0.69
0.0138,0.0276,6.2e-06,372,0.0024883,0.56,0.65
0.0198,0.0396,8.2e-06,494,0.0032048,0.25,0.61
0.0174,0.0348,7.1e-06,429,0.0029442,0.32,0.61
0.0178,0.0356,7.8e-06,468,0.0031396,0.33,0.60
0.0191,0.0382,7.8e-06,468,0.0032699,0.27,0.58
0.0176,0.0351,7.8e-06,468,0.0030224,0.34,0.63
0.0150,0.0301,6.5e-06,388,0.0026316,0.45,0.64
0.0115,0.0230,4.4e-06,266,0.0019020,0.69,0.69
0.0114,0.0228,4.4e-06,266,0.0019411,0.71,0.67
0.0114,0.0229,4.4e-06,266,0.0019672,0.71,0.66
0.0124,0.0248,4.4e-06,266,0.0019802,0.55,0.66
0.0116,0.0232,4.4e-06,266,0.0019541,0.68,0.67
0.0113,0.0226,4.4e-06,266,0.0019672,0.73,0.66
0.0116,0.0231,4.4e-06,266,0.0019411,0.68,0.67
0.0120,0.0241,4.4e-06,266,0.0019150,0.60,0.68
0.0113,0.0226,4.4e-06,266,0.0019541,0.73,0.67
0.0114,0.0228,4.4e-06,266,0.0019411,0.72,0.67
0.0116,0.0232,4.4e-06,266,0.0019020,0.68,0.68
0.0116,0.0231,4.4e-06,266,0.0019672,0.68,0.66
0.0113,0.0226,4.4e-06,266,0.0019672,0.73,0.66
0.0115,0.0231,4.4e-06,266,0.0019802,0.69,0.66
0.0117,0.0235,4.4e-06,266,0.0020062,0.65,0.65
0.0120,0.0241,5.0e-06,299,0.0020844,0.68,0.68
0.0129,0.0257,5.0e-06,299,0.0021105,0.56,0.67
0.0145,0.0290,5.3e-06,317,0.0023971,0.41,0.61
0.0286,0.0573,1.6e-05,966,0.0059927,0.16,0.51
0.0146,0.0292,5.9e-06,352,0.0024492,0.45,0.64
0.0135,0.0270,5.9e-06,352,0.0024231,0.57,0.65
0.0165,0.0330,6.2e-06,371,0.0025925,0.33,0.63
0.0183,0.0366,8.0e-06,482,0.0031396,0.31,0.62
0.0115,0.0230,3.6e-06,217,0.0016545,0.57,0.69
0.0109,0.0218,3.6e-06,217,0.0016675,0.67,0.68
0.0107,0.0215,3.6e-06,217,0.0016545,0.70,0.69
0.0113,0.0226,3.6e-06,217,0.0016675,0.60,0.68
0.0112,0.0224,4.1e-06,248,0.0017978,0.70,0.69
0.0111,0.0223,4.1e-06,248,0.0017978,0.71,0.69
0.0109,0.0219,3.6e-06,217,0.0016415,0.66,0.69
0.0105,0.0211,3.6e-06,217,0.0017327,0.74,0.66
0.0188,0.0377,8.1e-06,487,0.0032569,0.29,0.60
0.0193,0.0386,8.1e-06,487,0.0033351,0.27,0.58
0.0123,0.0245,4.4e-06,265,0.0019020,0.57,0.68
0.0114,0.0228,4.4e-06,265,0.0019411,0.71,0.67
0.0113,0.0226,4.4e-06,265,0.0019541,0.73,0.67
0.0117,0.0234,4.4e-06,265,0.0019020,0.66,0.68
0.0113,0.0227,4.4e-06,265,0.0019281,0.72,0.67
0.0116,0.0233,4.4e-06,265,0.0019411,0.67,0.67
0.0116,0.0231,4.4e-06,265,0.0019020,0.68,0.68
0.0126,0.0253,4.4e-06,265,0.0019150,0.52,0.68
0.0114,0.0227,4.4e-06,265,0.0018890,0.72,0.69
0.0114,0.0228,4.4e-06,265,0.0018760,0.71,0.69
0.0113,0.0227,4.4e-06,265,0.0018760,0.72,0.69
0.0117,0.0233,4.4e-06,265,0.0019150,0.66,0.68
0.0118,0.0236,5.0e-06,298,0.0021105,0.72,0.67
0.0121,0.0242,5.0e-06,298,0.0021105,0.67,0.67
0.0131,0.0263,5.0e-06,298,0.0021105,0.52,0.67
0.0123,0.0246,5.0e-06,298,0.0021365,0.64,0.66
0.0121,0.0242,5.0e-06,298,0.0020714,0.67,0.68
0.0129,0.0259,5.3e-06,316,0.0021886,0.58,0.67
0.0126,0.0252,5.3e-06,316,0.0022017,0.63,0.66
0.0150,0.0300,5.3e-06,316,0.0022928,0.37,0.64
0.0134,0.0268,5.3e-06,316,0.0022277,0.52,0.66
0.0126,0.0253,5.3e-06,316,0.0021235,0.62,0.69
0.0126,0.0253,5.3e-06,316,0.0022407,0.62,0.65
0.0139,0.0277,5.5e-06,331,0.0022928,0.49,0.66
0.0168,0.0337,7.4e-06,444,0.0029703,0.37,0.62
0.0146,0.0291,6.2e-06,370,0.0025143,0.47,0.65
0.0139,0.0278,5.8e-06,351,0.0023971,0.52,0.65
0.0156,0.0313,6.1e-06,364,0.0024883,0.38,0.65
0.0178,0.0356,7.1e-06,430,0.0028139,0.30,0.64
0.0180,0.0360,7.6e-06,456,0.0028400,0.31,0.66
0.0115,0.0229,4.1e-06,247,0.0018108,0.65,0.68
0.0157,0.0315,6.1e-06,369,0.0025925,0.38,0.63
0.0127,0.0254,4.9e-06,297,0.0021365,0.57,0.66
0.0119,0.0238,4.4e-06,264,0.0019150,0.62,0.68
0.0120,0.0240,4.9e-06,297,0.0021105,0.69,0.66
0.0115,0.0230,4.4e-06,264,0.0019281,0.68,0.67
0.0114,0.0227,4.4e-06,264,0.0019541,0.71,0.66
0.0143,0.0286,5.5e-06,330,0.0022929,0.45,0.66
0.0147,0.0294,5.5e-06,330,0.0022538,0.41,0.67
0.0119,0.0239,4.4e-06,264,0.0019151,0.62,0.68
0.0122,0.0244,4.9e-06,297,0.0021235,0.65,0.66
0.0121,0.0242,4.4e-06,264,0.0019151,0.59,0.68
0.0113,0.0226,4.4e-06,264,0.0019672,0.73,0.66
0.0131,0.0263,5.5e-06,330,0.0021886,0.58,0.69
0.0120,0.0239,4.4e-06,264,0.0019020,0.61,0.68
0.0112,0.0224,4.4e-06,264,0.0019281,0.74,0.67
0.0115,0.0230,4.4e-06,264,0.0019281,0.69,0.67
0.0118,0.0236,4.4e-06,264,0.0019020,0.63,0.68
0.0116,0.0231,4.4e-06,264,0.0019411,0.68,0.67
0.0112,0.0225,4.4e-06,264,0.0019541,0.74,0.66
0.0125,0.0251,4.4e-06,264,0.0019672,0.53,0.66
0.0115,0.0230,4.4e-06,264,0.0018890,0.69,0.69
0.0122,0.0244,4.9e-06,297,0.0020844,0.65,0.67
0.0119,0.0237,4.4e-06,264,0.0019281,0.63,0.67
0.0141,0.0283,4.9e-06,297,0.0021626,0.42,0.65
0.0120,0.0240,4.9e-06,297,0.0020844,0.69,0.67
0.0146,0.0292,5.8e-06,350,0.0024231,0.45,0.65
0.0137,0.0273,5.8e-06,350,0.0024101,0.55,0.65
0.0143,0.0286,5.8e-06,350,0.0023710,0.48,0.66
0.0124,0.0249,5.2e-06,315,0.0022407,0.65,0.65
0.0131,0.0262,5.2e-06,315,0.0021886,0.56,0.67
0.0144,0.0289,5.8e-06,350,0.0024752,0.46,0.63
0.0106,0.0212,3.6e-06,216,0.0016545,0.72,0.69
0.0106,0.0212,3.6e-06,216,0.0016806,0.72,0.67
0.0106,0.0212,3.6e-06,216,0.0016675,0.72,0.68
0.0105,0.0211,3.6e-06,216,0.0016675,0.73,0.68
0.0200,0.0400,8.7e-06,525,0.0035435,0.26,0.58
0.0320,0.0640,1.9e-05,1153,0.0062532,0.14,0.55
0.0178,0.0356,8.0e-06,479,0.0032178,0.34,0.60
0.0149,0.0297,6.1e-06,368,0.0025534,0.44,0.63
0.0157,0.0314,6.4e-06,384,0.0026185,0.39,0.64
0.0152,0.0304,5.8e-06,349,0.0025013,0.39,0.62
0.0151,0.0302,5.8e-06,349,0.0024622,0.40,0.63
0.0146,0.0291,5.5e-06,329,0.0023189,0.42,0.65
0.0147,0.0294,5.2e-06,314,0.0023450,0.39,0.62
0.0133,0.0266,5.2e-06,314,0.0022668,0.53,0.64
0.0128,0.0256,5.2e-06,314,0.0021886,0.60,0.66
0.0122,0.0244,4.9e-06,296,0.0020714,0.64,0.68
0.0118,0.0236,4.9e-06,296,0.0020974,0.72,0.67
0.0127,0.0254,4.9e-06,296,0.0020584,0.57,0.68
0.0127,0.0254,4.9e-06,296,0.0021105,0.58,0.66
0.0126,0.0253,4.9e-06,296,0.0021105,0.58,0.66
0.0124,0.0247,4.9e-06,296,0.0020323,0.62,0.69
0.0120,0.0239,4.9e-06,296,0.0021105,0.69,0.66
0.0119,0.0238,4.9e-06,296,0.0021235,0.70,0.66
0.0123,0.0246,4.9e-06,296,0.0020714,0.63,0.68
0.0116,0.0231,4.4e-06,263,0.0019150,0.68,0.68
0.0128,0.0256,4.4e-06,263,0.0019281,0.50,0.67
0.0117,0.0234,4.4e-06,263,0.0019150,0.65,0.68
0.0117,0.0233,4.4e-06,263,0.0018890,0.66,0.68
0.0113,0.0225,4.4e-06,263,0.0019541,0.73,0.66
0.0113,0.0227,4.4e-06,263,0.0019411,0.71,0.67
0.0116,0.0232,4.4e-06,263,0.0019150,0.67,0.68
0.0117,0.0234,4.4e-06,263,0.0019541,0.65,0.66
0.0116,0.0233,4.4e-06,263,0.0019541,0.66,0.66
0.0106,0.0212,3.6e-06,215,0.0016805,0.72,0.67
0.0142,0.0284,5.8e-06,348,0.0024101,0.48,0.65
0.0133,0.0266,5.5e-06,328,0.0022668,0.55,0.66
0.0121,0.0241,5.2e-06,313,0.0022147,0.71,0.66
0.0125,0.0250,5.2e-06,313,0.0021886,0.64,0.66
0.0135,0.0271,5.2e-06,313,0.0022407,0.50,0.65
0.0123,0.0246,5.2e-06,313,0.0021756,0.67,0.67
0.0122,0.0245,5.2e-06,313,0.0022277,0.68,0.65
0.0189,0.0378,8.7e-06,522,0.0033481,0.31,0.61
0.0118,0.0236,4.9e-06,295,0.0021105,0.71,0.66
0.0137,0.0274,4.9e-06,295,0.0020844,0.46,0.67
0.0119,0.0238,4.9e-06,295,0.0021105,0.70,0.66
0.0123,0.0247,4.9e-06,295,0.0021495,0.62,0.65
0.0118,0.0237,4.9e-06,295,0.0021235,0.71,0.66
0.0116,0.0233,4.9e-06,295,0.0020974,0.75,0.67
0.0163,0.0327,6.7e-06,403,0.0028400,0.37,0.61
0.0171,0.0342,6.7e-06,403,0.0027749,0.32,0.62
0.0115,0.0229,4.4e-06,262,0.0018890,0.69,0.68
0.0112,0.0225,4.4e-06,262,0.0019541,0.73,0.66
0.0113,0.0226,4.4e-06,262,0.0019672,0.72,0.66
0.0114,0.0227,4.4e-06,262,0.0019411,0.71,0.66
0.0113,0.0227,4.4e-06,262,0.0019151,0.71,0.67
0.0121,0.0242,4.4e-06,262,0.0019151,0.59,0.67
0.0113,0.0227,4.4e-06,262,0.0019020,0.71,0.68
0.0130,0.0261,4.4e-06,262,0.0019541,0.47,0.66
0.0119,0.0238,4.4e-06,262,0.0018760,0.61,0.69
0.0119,0.0237,4.4e-06,262,0.0019541,0.62,0.66
0.0117,0.0234,4.4e-06,262,0.0019281,0.65,0.67
0.0121,0.0243,4.4e-06,262,0.0019281,0.58,0.67
0.0115,0.0230,4.4e-06,262,0.0019020,0.69,0.68
0.0110,0.0220,4.1e-06,245,0.0017717,0.73,0.70
0.0143,0.0286,6.1e-06,366,0.0024492,0.49,0.66
0.0240,0.0480,1.2e-05,709,0.0047290,0.20,0.53
0.0136,0.0272,5.8e-06,347,0.0024101,0.55,0.65
0.0144,0.0288,5.4e-06,327,0.0023580,0.44,0.63
0.0164,0.0328,6.7e-06,402,0.0028009,0.36,0.61
0.0255,0.0510,1.2e-05,750,0.0047420,0.18,0.55
0.0168,0.0336,6.9e-06,416,0.0027879,0.35,0.63
0.0126,0.0252,5.2e-06,312,0.0021626,0.62,0.67
0.0111,0.0222,3.6e-06,214,0.0016545,0.62,0.68
0.0110,0.0221,3.6e-06,214,0.0016415,0.63,0.69
0.0106,0.0212,3.6e-06,214,0.0016415,0.71,0.69
0.0106,0.0212,3.6e-06,214,0.0016284,0.71,0.69
0.0118,0.0236,4.9e-06,294,0.0020714,0.71,0.67
0.0121,0.0242,4.9e-06,294,0.0020844,0.66,0.67
0.0137,0.0274,4.9e-06,294,0.0021496,0.46,0.65
0.0126,0.0252,4.9e-06,294,0.0021105,0.59,0.66
0.0154,0.0308,6.3e-06,381,0.0025273,0.41,0.66
0.0115,0.0230,4.3e-06,261,0.0019020,0.68,0.68
0.0128,0.0255,4.3e-06,261,0.0019281,0.50,0.67
0.0116,0.0232,4.3e-06,261,0.0019281,0.67,0.67
0.0116,0.0232,4.3e-06,261,0.0019020,0.66,0.68
0.0114,0.0227,4.3e-06,261,0.0019151,0.70,0.67
0.0113,0.0227,4.3e-06,261,0.0019672,0.71,0.65
0.0113,0.0226,4.3e-06,261,0.0019281,0.72,0.67
0.0117,0.0234,4.3e-06,261,0.0019020,0.65,0.68
0.0118,0.0236,4.3e-06,261,0.0019411,0.63,0.66
0.0116,0.0232,4.3e-06,261,0.0019020,0.66,0.68
0.0114,0.0229,4.3e-06,261,0.0019020,0.69,0.68
0.0111,0.0222,4.1e-06,244,0.0017978,0.71,0.68
0.0136,0.0273,5.1e-06,305,0.0021235,0.48,0.67
0.0164,0.0329,6.7e-06,401,0.0027488,0.36,0.62
0.0115,0.0230,4.1e-06,244,0.0017848,0.63,0.69
0.0112,0.0224,4.1e-06,244,0.0018108,0.69,0.68
0.0119,0.0238,4.1e-06,244,0.0018108,0.57,0.68
0.0115,0.0230,4.1e-06,244,0.0017717,0.63,0.69
0.0136,0.0273,5.4e-06,326,0.0023059,0.51,0.65
0.0130,0.0260,5.2e-06,311,0.0022017,0.56,0.66
0.0142,0.0284,5.2e-06,311,0.0022538,0.43,0.64
0.0124,0.0248,5.2e-06,311,0.0021756,0.65,0.66
0.0143,0.0286,5.2e-06,311,0.0022407,0.42,0.65
0.0131,0.0262,5.2e-06,311,0.0022017,0.55,0.66
0.0122,0.0243,5.2e-06,311,0.0021495,0.68,0.67
0.0121,0.0242,5.2e-06,311,0.0021886,0.70,0.66
0.0120,0.0241,5.2e-06,311,0.0021495,0.71,0.67
0.0132,0.0265,5.2e-06,311,0.0021886,0.53,0.66
0.0164,0.0329,6.3e-06,380,0.0026837,0.34,0.62
0.0120,0.0241,4.9e-06,293,0.0020193,0.67,0.69
0.0135,0.0270,4.9e-06,293,0.0021756,0.47,0.64
0.0120,0.0239,4.9e-06,293,0.0020844,0.68,0.67
0.0111,0.0222,3.5e-06,213,0.0016415,0.62,0.68
0.0133,0.0267,5.7e-06,345,0.0023319,0.58,0.66
0.0148,0.0296,5.4e-06,325,0.0022538,0.40,0.66
0.0113,0.0225,4.3e-06,260,0.0019020,0.72,0.67
0.0113,0.0226,4.3e-06,260,0.0019281,0.72,0.67
0.0113,0.0226,4.3e-06,260,0.0019541,0.72,0.66
0.0115,0.0229,4.3e-06,260,0.0019281,0.68,0.67
0.0136,0.0272,5.4e-06,325,0.0022538,0.51,0.66
0.0114,0.0229,4.3e-06,260,0.0019020,0.69,0.67
0.0117,0.0235,4.3e-06,260,0.0018890,0.64,0.68
0.0112,0.0225,4.3e-06,260,0.0019411,0.72,0.66
0.0216,0.0432,9.9e-06,597,0.0037780,0.24,0.59
0.0177,0.0353,7.0e-06,419,0.0029703,0.30,0.59
0.0155,0.0310,6.3e-06,379,0.0025664,0.40,0.64
0.0119,0.0239,5.2e-06,310,0.0022147,0.72,0.65
0.0128,0.0256,5.2e-06,310,0.0021886,0.58,0.66
0.0137,0.0274,5.2e-06,310,0.0021626,0.48,0.67
0.0128,0.0256,5.2e-06,310,0.0021756,0.58,0.66
0.0116,0.0233,4.0e-06,243,0.0017978,0.61,0.68
0.0111,0.0223,4.0e-06,243,0.0017978,0.70,0.68
0.0122,0.0244,4.9e-06,292,0.0021235,0.64,0.65
0.0126,0.0253,4.9e-06,292,0.0021365,0.57,0.65
0.0124,0.0247,4.9e-06,292,0.0020844,0.61,0.67
0.0118,0.0237,4.9e-06,292,0.0020453,0.70,0.68
0.0119,0.0238,4.9e-06,292,0.0020974,0.69,0.66
0.0125,0.0250,4.9e-06,292,0.0020453,0.59,0.68
0.0117,0.0234,4.9e-06,292,0.0020714,0.73,0.67
0.0116,0.0233,4.9e-06,292,0.0020714,0.74,0.67
0.0169,0.0337,6.6e-06,399,0.0027879,0.33,0.61
0.0154,0.0308,6.6e-06,399,0.0026576,0.43,0.64
0.0175,0.0351,7.2e-06,435,0.0028921,0.32,0.63
0.0163,0.0326,6.3e-06,378,0.0026967,0.35,0.61
0.0188,0.0375,8.0e-06,481,0.0031006,0.29,0.62
0.0110,0.0221,3.5e-06,212,0.0015894,0.63,0.70
0.0106,0.0212,3.5e-06,212,0.0016284,0.71,0.69
0.0105,0.0210,3.5e-06,212,0.0016415,0.73,0.68
0.0111,0.0222,3.5e-06,212,0.0016284,0.62,0.69
0.0113,0.0226,3.5e-06,212,0.0016415,0.58,0.68
0.0116,0.0232,4.3e-06,259,0.0018629,0.66,0.69
0.0120,0.0240,4.3e-06,259,0.0018760,0.60,0.68
0.0115,0.0231,4.3e-06,259,0.0018760,0.67,0.68
0.0123,0.0246,4.3e-06,259,0.0019932,0.56,0.64
0.0115,0.0231,4.3e-06,259,0.0019411,0.67,0.66
0.0120,0.0239,4.3e-06,259,0.0019411,0.60,0.66
0.0115,0.0230,4.3e-06,259,0.0019411,0.68,0.66
0.0121,0.0242,5.1e-06,309,0.0022407,0.69,0.64
0.0136,0.0272,5.1e-06,309,0.0022668,0.49,0.64
0.0124,0.0249,5.1e-06,309,0.0021496,0.64,0.67
0.0126,0.0251,5.1e-06,309,0.0021495,0.62,0.67
0.0150,0.0300,5.9e-06,356,0.0024492,0.42,0.65
0.0165,0.0331,6.6e-06,398,0.0027749,0.35,0.61
0.0111,0.0222,4.0e-06,242,0.0017327,0.70,0.71
0.0143,0.0287,5.7e-06,343,0.0023840,0.46,0.65
0.0152,0.0304,5.7e-06,343,0.0025013,0.39,0.62
0.0131,0.0263,5.7e-06,343,0.0023059,0.60,0.67
0.0119,0.0239,4.8e-06,291,0.0020844,0.68,0.66
0.0147,0.0294,4.8e-06,291,0.0021365,0.36,0.65
0.0119,0.0238,4.8e-06,291,0.0020844,0.68,0.66
0.0119,0.0238,4.8e-06,291,0.0020844,0.68,0.66
0.0119,0.0238,4.8e-06,291,0.0020714,0.68,0.67
0.0131,0.0263,4.8e-06,291,0.0021105,0.51,0.66
0.0123,0.0246,4.8e-06,291,0.0020323,0.62,0.68
0.0122,0.0245,4.8e-06,291,0.0020844,0.63,0.66
0.0130,0.0260,4.8e-06,291,0.0020974,0.52,0.66
0.0121,0.0241,4.8e-06,291,0.0020714,0.66,0.67
0.0230,0.0459,1.2e-05,727,0.0047811,0.24,0.53
0.0133,0.0265,5.4e-06,323,0.0022668,0.55,0.65
0.0163,0.0327,6.8e-06,411,0.0027358,0.37,0.64
0.0176,0.0353,7.4e-06,445,0.0029833,0.32,0.62
0.0123,0.0247,5.1e-06,308,0.0021626,0.65,0.66
0.0121,0.0242,5.1e-06,308,0.0021886,0.69,0.66
0.0139,0.0277,5.1e-06,308,0.0022798,0.46,0.63
0.0119,0.0238,5.1e-06,308,0.0021886,0.73,0.66
0.0124,0.0248,4.3e-06,258,0.0019281,0.53,0.66
0.0117,0.0234,4.3e-06,258,0.0018629,0.64,0.69
0.0112,0.0225,4.3e-06,258,0.0019150,0.72,0.67
0.0115,0.0230,4.3e-06,258,0.0019281,0.68,0.66
0.0119,0.0238,4.3e-06,258,0.0019020,0.61,0.67
0.0116,0.0232,4.3e-06,258,0.0019281,0.65,0.66
0.0114,0.0227,4.3e-06,258,0.0018629,0.70,0.69
0.0113,0.0226,4.3e-06,258,0.0018890,0.71,0.68
0.0197,0.0394,8.5e-06,513,0.0033220,0.27,0.61
0.0106,0.0212,3.5e-06,211,0.0016415,0.70,0.68
0.0106,0.0212,3.5e-06,211,0.0016284,0.70,0.69
0.0106,0.0212,3.5e-06,211,0.0016545,0.70,0.67
0.0119,0.0238,4.8e-06,290,0.0020974,0.68,0.66
0.0125,0.0250,4.8e-06,290,0.0020714,0.59,0.67
0.0133,0.0266,4.8e-06,290,0.0020714,0.49,0.67
0.0125,0.0249,4.8e-06,290,0.0020714,0.59,0.67
0.0124,0.0249,4.8e-06,290,0.0020844,0.60,0.66
0.0119,0.0238,4.8e-06,290,0.0020714,0.68,0.67
0.0132,0.0264,4.8e-06,290,0.0021235,0.50,0.65
0.0118,0.0236,4.8e-06,290,0.0020584,0.70,0.67
0.0120,0.0239,4.8e-06,290,0.0020193,0.67,0.68
0.0125,0.0250,4.8e-06,290,0.0020193,0.59,0.68
0.0160,0.0320,6.8e-06,410,0.0027228,0.40,0.64
0.0114,0.0227,4.0e-06,241,0.0017978,0.65,0.68
0.0116,0.0233,4.0e-06,241,0.0017848,0.61,0.68
0.0116,0.0233,4.0e-06,241,0.0017978,0.61,0.68
0.0123,0.0246,4.0e-06,241,0.0017848,0.51,0.68
0.0110,0.0219,4.0e-06,241,0.0017717,0.72,0.69
0.0137,0.0275,5.4e-06,322,0.0022798,0.49,0.65
0.0142,0.0284,5.1e-06,307,0.0022017,0.43,0.65
0.0122,0.0244,5.1e-06,307,0.0021365,0.67,0.67
0.0132,0.0264,5.1e-06,307,0.0021626,0.53,0.66
0.0121,0.0243,5.1e-06,307,0.0021756,0.68,0.66
0.0143,0.0287,5.7e-06,341,0.0023319,0.46,0.66
0.0152,0.0305,5.7e-06,341,0.0024492,0.38,0.63
0.0151,0.0303,5.7e-06,341,0.0024362,0.39,0.63
0.0136,0.0272,5.7e-06,341,0.0023580,0.54,0.65
0.0143,0.0286,5.7e-06,341,0.0023840,0.46,0.64
0.0178,0.0356,8.1e-06,490,0.0031657,0.34,0.62
0.0098,0.0195,2.8e-06,167,0.0013028,0.71,0.73
0.0181,0.0362,7.8e-06,467,0.0031527,0.31,0.60
0.0117,0.0234,4.3e-06,257,0.0018890,0.64,0.67
0.0114,0.0227,4.3e-06,257,0.0019151,0.69,0.66
0.0117,0.0234,4.3e-06,257,0.0018890,0.64,0.67
0.0118,0.0236,4.3e-06,257,0.0019151,0.62,0.66
0.0137,0.0275,4.3e-06,257,0.0019541,0.39,0.65
0.0113,0.0226,4.3e-06,257,0.0019151,0.71,0.66
0.0113,0.0227,4.3e-06,257,0.0019150,0.70,0.66
0.0112,0.0224,4.3e-06,257,0.0019150,0.72,0.66
0.0114,0.0227,4.3e-06,257,0.0018760,0.69,0.68
0.0113,0.0226,4.3e-06,257,0.0018499,0.71,0.69
0.0114,0.0229,4.3e-06,257,0.0018760,0.68,0.68
0.0116,0.0232,4.3e-06,257,0.0018629,0.66,0.68
0.0114,0.0227,4.3e-06,257,0.0018760,0.69,0.68
0.0113,0.0227,4.3e-06,257,0.0018890,0.70,0.67
0.0115,0.0230,4.3e-06,257,0.0019150,0.67,0.66
0.0116,0.0232,4.3e-06,257,0.0019150,0.65,0.66
0.0114,0.0228,4.3e-06,257,0.0019150,0.69,0.66
0.0114,0.0228,4.3e-06,257,0.0018890,0.69,0.67
0.0115,0.0230,4.3e-06,257,0.0019411,0.67,0.66
0.0126,0.0252,4.8e-06,289,0.0020974,0.57,0.66
0.0121,0.0243,4.8e-06,289,0.0020453,0.64,0.67
0.0117,0.0234,4.8e-06,289,0.0020844,0.72,0.66
0.0150,0.0300,6.0e-06,359,0.0024752,0.42,0.64
0.0219,0.0438,1.1e-05,637,0.0041949,0.24,0.56
0.0123,0.0246,4.5e-06,270,0.0019411,0.57,0.68
0.0105,0.0211,3.5e-06,210,0.0016415,0.71,0.68
0.0109,0.0219,3.5e-06,210,0.0016154,0.64,0.69
0.0114,0.0228,4.0e-06,240,0.0017978,0.64,0.68
0.0111,0.0222,4.0e-06,240,0.0017978,0.70,0.68
0.0113,0.0227,4.0e-06,240,0.0017978,0.65,0.68
0.0105,0.0211,3.5e-06,210,0.0016284,0.71,0.68
0.0104,0.0209,3.5e-06,210,0.0016284,0.73,0.68
0.0122,0.0243,5.1e-06,306,0.0021495,0.68,0.67
0.0120,0.0241,5.1e-06,306,0.0021626,0.70,0.66
0.0127,0.0254,5.1e-06,306,0.0021886,0.59,0.65
0.0133,0.0266,5.1e-06,306,0.0022147,0.52,0.65
0.0122,0.0244,5.1e-06,306,0.0021886,0.66,0.65
0.0127,0.0253,5.1e-06,306,0.0021105,0.60,0.68
0.0162,0.0325,6.2e-06,374,0.0025404,0.35,0.64
0.0121,0.0243,5.1e-06,306,0.0021626,0.68,0.66
0.0130,0.0260,5.1e-06,306,0.0021886,0.55,0.65
0.0165,0.0331,6.6e-06,394,0.0028140,0.35,0.60
0.0169,0.0337,6.0e-06,358,0.0026316,0.30,0.60
0.0210,0.0420,9.8e-06,588,0.0037910,0.25,0.58
